name,phone_numbers,email,websites,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,latitude,longitude,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,procedure,equipment,capability,specialties,source_doc
Ef-Dek Ear Center,['+233244228489'],dekumwine@gmail.com,[],,,,,,,,Behind Las Pamas Restaurant Off George Walker Bush Highway,,,Accra,Ghana,,,,,,,,,EF-DEK Ear Centre is a specialty centre of excellence in the delivery of Primary care of the regions,,,,[],[],"['Ef-Dek Ear Center is a specialty centre of excellence in the delivery of primary care.'
 'Located behind Las Pamas Resturant Off George Walker Bush Highway, Lapaz, Accra, Ghana.'
 'Phone: +233 24 422 8489.' 'Email: dekumwine@gmail.com.'
 'Currently closed.']",,CSV Seed
Effiduase Govt. Hospital,[],,[],,,,,,,,P.O Box 68,,,Sekyere,Ashanti Region,,,,,,,,,,,,,[],[],[],,CSV Seed
EGAM CLINIC,[],,[],,,,,,,,H/NO. 12B/16 11TH STREET,,,Sekondi,Ghana,,,,,,,,,,,,,[],[],['NHIS accredited: yes'],,CSV Seed
Egon German Clinic,['+233302775772'],,[],,,,,,,,108 Yiyiwa Drive,,,"Abelenkpe, Accra",Greater Accra,,,,,,,,,,,,,[],[],"['Located at 108 Yiyiwa Drive, Abelenkpe, Accra SH, Ghana'
 'Phone number +233 30 277 5772' 'Facebook category: Medical & health']",,CSV Seed
Ejura District Hospital,['+233240865408' '+23320812007'],,[],,,,,,,,Atebubu-Ejura Rd,,,Ejura,Ghana,,,,,,,,,Ejura District Hospital is a government primary hospital in Ejura -atebubu Rd Near Pwd Ghana. It offers a general services. This primary hospital is NHIS accredited.,,,,[],[],"['Government primary hospital in Ejura, located on Atebubu-Ejura Rd, Ghana'
 'NHIS accredited' 'Open 24 hours daily (Monday through Sunday)'
 'Contact numbers: +233 24 086 5408; +233 20 812007']",,CSV Seed
Elpis Wound Care Center,[],,[],,,,,,,,Teshie,,,Accra,Ledzokuku-Krowor,,,,,,,,,,,,,[],[],"['Located in Teshie, Ledzokuku-Krowor, Accra, Ghana.']",,CSV Seed
Elubo Health Center,['+233240569304'],,[],,,,,,,,Box 96,,,Unknown,Ghana,,,,,,,,,"Type: Health Centre; Ownership: Government; Location: Box 96, Half Assini; Tel: 240569304; Services: General; NHIS accredited?: yes",,,,[],[],"['Type: Health Centre' 'Ownership: Government'
 'Location: Box 96, Half Assini' 'Tel: 240569304' 'Services: General'
 'NHIS accredited: yes']",,CSV Seed
E.M. Ayisi Medical Centre,['+233248650670'],ayisi.medicals@web.de,['ayisimedicals.com'],,,,,,,,P.O. Box 1361,,,Accra Central,Ghana,,,,,,,,,"Hospital located in Ashaley Botwe Old Town, Accra Central, Ghana.",,,,[],['Launched a new operating room in October 2023'],"['Located in Ashaley Botwe Old Town, Accra Central, Ghana'
 'Hospital in Accra, Ghana' 'Open to surgical collaborations'
 'P.O. Box 1361, Accra Central, Ghana']",,CSV Seed
Emmanuel Eye Clinic - Shiashie,[],,[],,,,,,,,East Legon,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located in East Legon, Accra, Ghana' 'Open 24/7']",,CSV Seed
Emmanuel Eye Medical Centre,[],,[],,,,,,,,East Legon,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
"Empat-Caiquo Medical Centre - Adjacent SOS Children's Village, Hermann-Gmeiner Road, Tema, Ghana",['+233303304484'],info@empatcaiquo.com,['empatcaiquo.com'],,,,,,,,"Adjacent SOS Children's Village, Hermann-Gmeiner Road",,,Tema,Ghana,,,,,,,,,The hospital you trust to care for those you love,,,,[],[],"[""Located adjacent to SOS Children's Village on Hermann-Gmeiner Road, Tema, Ghana""
 'Phone number: +233 30 330 4484' 'Email: info@empatcaiquo.com'
 'Website: empatcaiquo.com' 'Listed as a hospital on Facebook'
 'Has approximately 1,000 likes and 1,000 followers on Facebook'
 'Facebook page indicates the business is always open'
 ""Facebook page tagline: 'The hospital you trust to care for those you love'""]",,CSV Seed
Eric Heymann Memorial Hospital,['+233501636990'],ericheymannmemorialclinic@yahoo.com,['ericheymannmemorialclinic.webs.com'],,,,,,,,CT 4242 Cantonments,,,Accra,Ghana,,,,,,,,,A COMMUNITY BASED FACILITY THAT PROVIDES INVALUABLE QUALITY AND ACCESSIBLE HEALTHCARE,,,,[],[],"['Located at CT 4242 Cantonments, Accra, Ghana' 'Operates 24/7'
 'Identifies itself as a community-based facility providing accessible healthcare'
 'Has a Facebook page for Eric Heymann Memorial Hospital'
 'Phone number: +233 50 163 6990'
 'Email: ericheymannmemorialclinic@yahoo.com'
 'Website: ericheymannmemorialclinic.webs.com'
 'Facebook page has 232 likes and 241 followers'
 'Intro describes facility as a community-based facility that provides invaluable quality and accessible healthcare']",,CSV Seed
Essandoh Memorial Clinic,[],,[],,,,,,,,Airport Ridge,,,Western,Ghana,,,,,,,,,"Essandoh Memorial Clinic is a private clinic in Western, Airport Ridge Ghana.",,,,[],[],"['Private clinic in Western, Airport Ridge, Ghana']",,CSV Seed
"Evangelical Church of Ghana Hospital, Kpandai",[],Kpandaiecghospital@gmail.com,[],,,,,,,,,,,Kpandai,Northern Region,,,,,,,,,"Evangelical Church of Ghana Hospital - Kpandai, popularly called ECG Hospital, located in Kpandai in the Kpandai District, Northern Region, Ghana. Member of the Christian Health Association of Ghana (CHAG).",,,,[],[],"['Located in Kpandai, Northern Region, Ghana'
 'Member of Christian Health Association of Ghana (CHAG)'
 'Email contact: kpandaiecghospital@gmail.com'
 'Sod-cutting ceremony for a new mortuary project conducted at ECG Hospital, Kpandai (November 2021)']",,CSV Seed
Evergreen Natural Wellness Clinic,['+233247229547'],Evergreennaturalwellness@gmail.com,[],,,,,,,,Baastonaa Road,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
Evergreen Opticals,['+233204535192'],,['evergreenopticals.com'],,,,,,,,Burma Camp - Recce Junction,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located at Burma Camp - Recce Junction, Accra, Ghana.'
 'Operates as an optical center.'
 'Provides all types of optical and prescription lenses.'
 'Phone number is +233 20 453 5192.'
 'Sells assorted spectacles starting at 165 cedis.'
 'Spectacle cases cost 200+ cedis.'
 'Photochromic lenses priced at 365+ cedis.'
 'Blu Block computer lenses priced at 365+ cedis.']",,CSV Seed
"Evergreen Opticals - Burma Camp, Recce Junction",['+233204535192'],,[],,,,,,,,"Burma Camp, Recce Junction",,,Unknown,Ghana,,,,,,,,,"Evergreen Opticals, with over 25 years of experience, offers a wide range of quality lenses and stylish frames at competitive prices. We prioritize customer satisfaction by providing a seamless shopping experience both online and via WhatsApp. Simply order through our website for home delivery, or send us your prescription and frame choice via WhatsApp, and we'll take care of the rest.",,,,"['Offers visual acuity testing for eye examination'
 'Visual acuity test priced at 45 Ghanaian cedis']",[],"['Located at Burma Camp, Recce Junction'
 'Provides online ordering and home delivery for eyewear'
 'Accepts prescription uploads via the Upload Your Prescription option'
 'Communicates with customers via WhatsApp at +233 20 453 5192'
 'Has over 25 years of experience in eyewear retail and optical services']",,CSV Seed
"Ever-Youth Alternative Health Center (South Suntreso off Cambridge School, Kumasi, Ghana)",['+233552294286'],sadick688@gmail.com,['everyouthaltrnativehealthcenter.com'],,,,,,,,South Suntreso off Cambridge School,,,Kumasi,Ghana,,,,,,,,,"Pioneer of quality health, health education and jobs vacancy for people",,,,[],[],[],,CSV Seed
Excel Dental Clinic,['+233542575691' '+233243722066' '+233302419088'],info@exceldentalghana.com,[],,,,,,,,"Achimota, Abofu Traffic Light",,,Achimota,Ghana,,,,,,,,,"At Excel Dental Clinic, we place emphasis on prevention as well as the personalised attention, offering complete dental services. \n\nOur excellence in personalized dental care enables us to provide the quality dental services our patients deserve. We provide comprehensive treatment planning and use restorative and cosmetic dentistry to achieve your optimal dental health. \n\nIf you're in Ghana or you live overseas but plan on being Accra anytime soon for business or vacation, you could make your appointment with Excel Dental Clinic for a world class dental care.",,,,"['Offers Oral Health Consultations'
 'Provides complete dental services with emphasis on prevention'
 'Uses restorative and cosmetic dentistry'
 'Provides comprehensive treatment planning']",[],"['Open Mondays to Friday 9am to 5pm GMT and Saturday 9am to 3pm GMT'
 'Located in Achimota, Abofu Traffic Light, adjacent Shell Station & Stanbic Bank'
 'Offers Oral Health Consultations and comprehensive dental services with emphasis on prevention'
 'Has certified dentists'
 'Consultation phone numbers: +233 542 575 691; +233 243 722 066'
 'Appointments phone: +233 302 419 088' 'Email: info@exceldentalghana.com']",,CSV Seed
"Excel Dental Clinic - Abofu Traffic Lights, Achimota, Accra, Ghana",['+233542575691'],info@exceldentalghana.com,['exceldentalghana.com'],,,,,,,,Abofu Traffic Lights,,,Accra,Ghana,,,,,,,,,Excel Dental Clinic is officially registered and given the mandate to fully operate as a limited liability Company in the Ghana Health Industry,,,,[],[],"['Located at Abofu Traffic Lights, Achimota, Accra, Ghana'
 'Officially registered as a limited liability company in the Ghana Health Industry'
 ""Facebook page identifies Excel Dental Clinic as a general dentist (Intro shows 'Page · General dentist')""]",,CSV Seed
Excellent EyeCare Ghana,['+2332016711017'],excellenteyecareghltd@gmail.com,['excellent-eyecare-ghana-ltd.business.site'],,,,,,,,"Obom road, Kasoa",,,Kasoa,Greater Accra,,,,,,,,,Our Clinic is fully equipped with modern Eye equipment for comprehensive examination & diagnosis.,,,,[],['Modern eye equipment for comprehensive examination and diagnosis'],"['Offers comprehensive eye examinations and diagnostic services'
 'Located on Obom Road, Kasoa, Accra, Ghana' 'Phone +233 20 716 1017'
 'Email excellenteyecareghltd@gmail.com'
 'Participates in World Glaucoma Week 2025 to promote glaucoma awareness']",,CSV Seed
Executiveheartcentre_Social,['+233243918444'],executiveheartcentre.social@gmail.com,['executiveheartcentre.com'],,,,,,,,37 Olusegun Obassanjo Highway,,,Accra,Ghana,,,,,,,,,An ultra-modern cardiology clinic with cutting-edge technology aimed at diagnosing all types of CVDs,,,,[],[],"['Is a cardiology clinic in Accra, Ghana'
 'Specializes in diagnosing all types of cardiovascular diseases'
 'Uses cutting-edge technology' 'Is an ultra-modern cardiology clinic'
 'Located at 37 Olusegun Obassanjo Highway, Accra, Ghana'
 'Phone number +233 24 391 8444'
 'Email executiveheartcentre.social@gmail.com'
 'Website executiveheartcentre.com' 'Is currently closed']",,CSV Seed
Eye Hospital In Accra,['+233 553 019311'],,[],,,,,,,,"Global Office Complex, 3rd & 4th floor J.A. Kuffour Avenue, Tesano",,,Accra,Ghana,,,,,,,,,"Eye Hospital In Accra offers ophthalmology services including Diabetic Retinopathy, Retinal Detachment, Glaucoma, Cataract, Cornea, Retina, General Ophthalmology, Refractive Surgery, Neuro Ophthalmology, PDEK, Paediatric Ophthalmology, Anti VEGF Agents, Cosmetic Oculoplasty, Medical Retina, Ocular Oncology, Opticals, Pharmacy, Therapeutic Oculoplasty, Vitreo-Retinal. It lists doctors such as Dr. Asiwome Kwesi Seneadza (Head - Clinical Services, Accra), Dr. Akosua Badu Mensa Bonsu, and Dr. Nasath Tarboush.",,,,"['PDEK corneal surgery is offered' 'Refractive surgery is offered'
 'Cosmetic oculoplasty procedures are offered'
 'Therapeutic oculoplasty procedures are offered'
 'Anti-VEGF therapy is provided for retinal conditions'
 'Paediatric ophthalmology services are provided'
 'Neuro-ophthalmology services are provided'
 'Vitreo-retinal services are provided'
 'Ocular oncology services are provided'
 'General ophthalmology services are provided'
 'Cataract services are provided'
 'Diabetic Retinopathy services are provided'
 'Retinal detachment services are provided'
 'Glaucoma services are provided' 'Cornea services are provided'
 'Retina services are provided' 'Opticals services are provided'
 'Pharmacy services are provided']",[],"['Location: __Global Office Complex, 3rd & 4th floor J.A. Kuffour Avenue, Tesano, Adjacent to Tesano Police Station, Accra, Ghana'
 'Contact phone: +233 553 019311'
 'Online appointment booking is available'
 'Opening hours: Mon-Fri 8AM-5PM; Sat 8AM-12PM'
 'Head of Clinical Services (Accra): Dr. Asiwome Kwesi Seneadza'
 'Dr. Akosua Badu Mensa Bonsu and Dr. Nasath Tarboush are General Ophthalmologists practicing in Accra']",,CSV Seed
Eye To Eye Clinic,['+233556115030'],,['eyetoeyeclinicltd.com'],,,,,,,,denu -aflao street,,,Aflao,Ghana,,,,,,,,,"A total eyecare provider with services including general eyecare & examination, optical services, eye surgery, eye diagnostics, rehabilitation, and general dental services",,,,"['General eyecare & examination' 'Optical Services' 'Eye Surgery'
 'Eye Diagnostics' 'Rehabilitation' 'General Dental services']",[],"['Located on Denu-Aflao Street, Aflao, Ghana'
 'Phone number +233 55 611 5030' 'Website eyetoeyeclinicltd.com']",,CSV Seed
FAB Mercy Dialysis Center,[],,['ghanadialysis.com'],,,,,,,,Odumasi St,,,Accra,Ghana,,,,,,,,,Dialysis Services with Privacy and high standards!,,,,['Provides dialysis services'],[],"['Location: Odumasi Street, Accra, Ghana.']",,CSV Seed
Faith Evangelical Mission Hospital,['+233302255833' '+233506534733'],faithmissionhospital@yahoo.com,[],,,,,,,,Kpetenkple St.,,,Accra,Ghana,,,,,,,,,"The Faith Evangelical Mission Hospital is committed to enhancing the health of its communities by providing superior health services to its patients and embracing clinical health education through a team of knowledgeable, skilled & caring medical, nursing, clinical and non-clinical staff. On-site laboratory. Open 7 days a week / 24 hours. Accepting all major insurance plans. Short waiting times. No appointment needed. Services include Obstetrics/GYNAE, Urology Clinic, Antenatal Clinic, ENT Clinic, Eye Services, Physician Specialist, Home Care Services, Ultra Scan Services, ECG Services, Dental Clinic, Pharmacy, Out Patient, In Patient/Admissions, Surgery.",,,,['Provides ultrasound (Ultra Scan) services' 'Offers surgical services'],[],"['Open seven days a week, 24 hours a day'
 'Offers 24-hour walk-in medical care for adults and children'
 'Has an on-site laboratory' 'Accepts all major insurance plans'
 'Maintains short waiting times' 'No appointment is needed'
 'Address: Kpetenkple Street, Accra, Ghana'
 'Mailing address: P.O. Box 11601, Accra-North, Ghana'
 'Primary contact numbers: 0302 255833 and 0506 534733'
 'Departments include Obstetrics/Gynaecology, Urology, Antenatal Clinic, ENT, Eye Services, Physician Specialist, Home Care Services, Ultra Scan Services, ECG Services, Dental Clinic, Pharmacy, Out Patient, In Patient/Admissions, and Surgery']",,CSV Seed
"Faith Valley Clinic - Tarkwa, Ghana",['+233244255214'],,[],,,,,,,,Tamso Estates,,,Tarkwa,Western Region,,,,,,,,,,,,,[],[],[],,CSV Seed
Family Health Centre,[],,[],,,,,,,,Guggisberg Avenue,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
Fankyenebra Hospital,['+49 7445 63'],,[],,,,,,,,,,,Kumasi,Ghana,,,,,,,,,24 HOURS SERVICES; GENERAL OPD; ADMISSION (IN-PATIENTS); SURGERY; PSYCHOLOGICAL THERAPY (COUNSELLING); ULTRASOUND; PHYSIOTHERAPY (MASSAGE); OBSTETRICS & GYNEACOLOGY; LABORATORY; EYE CLINIC; HEALTH INSURANCE PACKAGES ALSO AVAILABLE HERE!,,,,['Ultrasound examinations are performed'],[],"['Provides 24-hour services'
 'Offers general outpatient department (OPD) services'
 'Provides inpatient admission services' 'Provides surgical services'
 'Offers psychological therapy (counselling) services'
 'Offers ultrasound services' 'Provides physiotherapy services (massage)'
 'Provides obstetrics and gynecology services'
 'Provides on-site laboratory services' 'Offers eye clinic services'
 'Health insurance packages available' 'Located in Kumasi, Ghana'
 'Always open']",,CSV Seed
Fire Medical Centre - Ghana,[],,[],,,,,,,,,,,James Town,Greater Accra,,,,,,,,,"Fire Medical Centre is a government clinic in Greater Accra, James Town Ghana.",,,,[],[],"['Fire Medical Centre is a government clinic located in Greater Accra, James Town, Ghana.'
 'Office address is 8th Floor, Block A, The Octagon, Accra, Ghana.'
 'Telephone number is +233 270 455522.'
 'Location is James Town, Greater Accra, Ghana.'
 'Listed in the GhanaYello directory on 12 Apr, 2018.'
 'Listed in categories including Hospitals, Medical Clinics, Doctors and Clinics, Health Care.']",,CSV Seed
"Fire Service Medical Center, James Town",[],,[],,,,,,,,Nii Kojo Ababio Avenue,,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
Forever Champion Health Centre,['+233 53 682 8580'],,"['youtube.com/@foreverchampionhealthcentre' 'foreverchampionhealth.com'
 'instagram.com/foreverchampion_healthcentre']",,,,,,https://instagram.com/foreverchampion_healthcentre,,Nii Boi Nkpa Ave.,,,Accra,Ghana,,,,,,,,,"Discover holistic well-being at Forever Champion Health Centre, your home of Organic Health Care. We provide ultra modern healthcare services with safe and quality organic/alternative treatment methods.",,,,[],[],"['Located at Nii Boi Nkpa Ave, Adenta-Accra, Accra, Ghana'
 'Offers holistic well-being and Organic Health Care'
 'Provides ultra modern healthcare services with safe and quality organic/alternative treatment methods'
 'Phone contact +233 53 682 8580' 'Website foreverchampionhealth.com'
 'Advertises itself as Always open on its Facebook page']",,CSV Seed
